qid1	qid2	score	label
37098725	36808565	0.758667145794	1
37098725	30049387	0.735979974882	0
37098725	25520945	0.656788453216	0
37098725	36821176	0.653168283092	0
37098725	22730935	0.640345827639	0
37098725	19079070	0.621977372422	0
37098725	35113197	0.555798434383	0
37098725	40292703	0.551574551904	0
37098725	43460605	0.534946163435	0
37098725	21465499	0.524487472161	0
37098725	20247616	0.494999662606	0
37098725	20485530	0.4481696201	0
37098725	39703241	0.429977483977	0
37098725	26291726	0.383111179226	0
37098725	45617523	0.374176631763	0
37098725	8646496	0.3573732845	0
37098725	33041182	0.354269415001	0
37098725	18312447	0.346047318971	0
37098725	40599812	0.340602875143	0
37098725	15778288	0.338065020967	0
37098725	17286657	0.328766853593	0
37098725	39734033	0.324276178857	0
37098725	35629380	0.323309706289	0
37098725	45564098	0.321028002355	0
37098725	46690072	0.318317573032	0
37098725	45722343	0.313657294106	0
37098725	43480781	0.31180419279	0
37098725	30394046	0.30746694616	0
37098725	18142328	0.304659361112	0
37098725	43805741	0.302952342621	0
42146482	20908047	0.911979665305	1
42146482	17686822	0.835777677232	0
42146482	20255294	0.760092253083	0
42146482	36978895	0.740682688692	0
42146482	20297249	0.723126125776	0
42146482	43359623	0.701948807235	0
42146482	2945017	0.684311238285	0
42146482	4111685	0.673612069369	0
42146482	19182281	0.654090304324	0
42146482	41386021	0.647356369031	0
42146482	27227894	0.640124444521	0
42146482	35856654	0.605255939326	0
42146482	1344308	0.600785425559	0
42146482	32785760	0.594755872463	0
42146482	21364883	0.594719874284	0
42146482	33689705	0.581266154702	0
42146482	27088562	0.580395084987	0
42146482	22242730	0.574711508906	0
42146482	31156424	0.558809684457	0
42146482	35707977	0.546096741641	0
42146482	32564117	0.54206305196	0
42146482	46903261	0.541960971712	0
42146482	33536785	0.540928293298	0
42146482	45449205	0.535030202743	0
42146482	40016521	0.535030202743	0
42146482	29290874	0.535022299059	0
42146482	30283435	0.528725491271	0
42146482	29387920	0.527816907008	0
42146482	2247394	0.51087565495	0
42146482	41685478	0.50802544572	0
9010222	34605321	0.800363008549	0
9010222	40225520	0.750258842779	1
9010222	31986799	0.681102141881	0
9010222	17585730	0.663542794783	0
9010222	40198908	0.663542794783	0
9010222	1228475	0.655448254403	0
9010222	41004679	0.653700321591	0
9010222	25127176	0.652644746181	0
9010222	18686903	0.652308059774	0
9010222	22846987	0.649792021616	0
9010222	23987556	0.643611144465	0
9010222	17634177	0.642818798321	0
9010222	38430277	0.642560463751	0
9010222	21807562	0.639302613202	0
9010222	17192418	0.639302613202	0
9010222	8344719	0.639302613202	0
9010222	14071348	0.638797817171	0
9010222	21743781	0.632025105558	0
9010222	35784289	0.630977921589	0
9010222	29848351	0.625847190446	0
9010222	32638581	0.625627850241	0
9010222	15739990	0.624758485125	0
9010222	13886129	0.624009825929	0
9010222	44080234	0.613790810168	0
9010222	24905062	0.605161135675	0
9010222	14493204	0.603972080151	0
9010222	4882291	0.602659745348	0
9010222	11324271	0.594394601219	0
9010222	41452808	0.59150697345	0
9010222	1285911	0.590615959873	0
5491913	46536895	1.0	0
5491913	29124000	1.0	0
5491913	27507339	1.0	0
5491913	17608210	1.0	0
5491913	4006438	1.0	0
5491913	27413576	1.0	0
5491913	34197047	0.992001852168	0
5491913	2963959	0.991444959148	0
5491913	3682537	0.991444959148	0
5491913	2630241	0.991444959148	0
5491913	28464532	0.991444959148	0
5491913	41214930	0.991306908808	0
5491913	25766075	0.991306908808	0
5491913	35320869	0.991306908808	0
5491913	24590317	0.987933485256	1
5491913	45904739	0.985250996197	0
5491913	45902755	0.979603062848	0
5491913	3033271	0.975299099345	0
5491913	46056236	0.973912002441	0
5491913	20460217	0.969634352562	0
5491913	44023451	0.968216990766	0
5491913	21290342	0.964436164702	0
5491913	9543211	0.962597053175	0
5491913	1742656	0.958832715767	0
5491913	20386085	0.957510703651	0
5491913	29817689	0.956004796716	0
5491913	41474585	0.950847210893	0
5491913	7695371	0.946646124555	0
5491913	24086373	0.939187343894	0
5491913	3470436	0.939187343894	0
25054003	40099614	0.924477430869	0
25054003	20431270	0.803572698216	0
25054003	47436956	0.797069251951	0
25054003	41113051	0.793417166539	0
25054003	22990716	0.783787983252	0
