qid1	qid2	score	label
6210906	20898661	0.862433688047	0
6210906	22936650	0.687866752968	0
6210906	25167856	0.656498460329	0
6210906	37407418	0.650229406583	0
6210906	37158632	0.641329597567	0
6210906	501943	0.635226780523	0
6210906	32849575	0.575220262752	0
6210906	44357751	0.55553162175	0
6210906	11673806	0.536902844883	0
6210906	7427949	0.521818648489	0
6210906	45082557	0.516342981687	0
6210906	13106961	0.515990713817	0
6210906	8516024	0.51296828873	0
6210906	21443631	0.504962465487	1
6210906	30210286	0.488220106581	0
6210906	35147382	0.485436227073	0
6210906	41922427	0.484923735741	0
6210906	26843380	0.484115463572	0
6210906	27810443	0.480910554505	0
6210906	21284649	0.46883446502	0
6210906	30345194	0.466111485079	0
6210906	39847627	0.459075172256	0
6210906	6154916	0.449762332523	0
6210906	16213333	0.434814972713	0
6210906	20754477	0.433218827398	0
6210906	25473844	0.425194069085	0
6210906	41194368	0.396208015374	0
6210906	9340845	0.392114385528	0
6210906	12238220	0.369535176408	1
6210906	11531291	0.337227742917	0
15388967	25215428	0.531870427741	0
15388967	41446249	0.526410883135	0
15388967	18189763	0.502047274668	0
15388967	40095302	0.495968962339	0
15388967	20316498	0.492325706091	0
15388967	29487066	0.485146423331	1
15388967	14740059	0.46486813918	0
15388967	24102059	0.46486813918	0
15388967	6861802	0.46486813918	0
15388967	16925337	0.46486813918	0
15388967	15125820	0.46486813918	0
15388967	40684751	0.463649502293	0
15388967	21735549	0.462714524654	0
15388967	24132473	0.461510050665	0
15388967	34855221	0.459173305682	0
15388967	24235824	0.455550152956	0
15388967	40396240	0.451123880645	0
15388967	30314051	0.449161423388	0
15388967	6567440	0.448704409649	0
15388967	37600217	0.448079214786	0
15388967	33423454	0.447677855244	0
15388967	15678562	0.44617877234	0
15388967	21748259	0.442837737713	0
15388967	24806512	0.440487170801	0
15388967	35874157	0.43826629524	0
15388967	13730911	0.437246640061	0
15388967	15650292	0.43632832505	0
15388967	26718679	0.433416068209	0
15388967	17960132	0.432704030707	0
15388967	11671343	0.431147746048	0
29988144	44321060	0.770724793647	0
29988144	43189960	0.755898992932	0
29988144	19139710	0.754404959896	0
29988144	16957533	0.726465917073	0
29988144	13071717	0.701985309411	0
29988144	20747030	0.700203430869	0
29988144	11925716	0.697835348185	0
29988144	29996030	0.697594239356	1
29988144	45270252	0.694253692193	0
29988144	41045762	0.681677962687	0
29988144	42825951	0.678465710677	0
29988144	20825787	0.674338793951	0
29988144	44695297	0.669922147697	0
29988144	21205927	0.65709607153	0
29988144	28585542	0.62144931021	0
29988144	6777118	0.607202455725	0
29988144	30695840	0.591189230368	0
29988144	22494544	0.580754982225	0
29988144	6029801	0.554237921407	0
29988144	38346671	0.553612246758	0
29988144	33992425	0.550089434689	0
29988144	44153913	0.548799633825	0
29988144	3845541	0.546922661647	0
29988144	45245558	0.540522337008	0
29988144	12006095	0.53890979925	0
29988144	36876474	0.538214134743	0
29988144	43829812	0.533565746167	0
29988144	34899513	0.525810045094	0
29988144	38222696	0.525631271712	0
29988144	40922888	0.521202050179	0
5246276	39083975	0.577338693298	0
5246276	31727497	0.533366060564	0
5246276	33303479	0.502518603075	0
5246276	13261501	0.476147948556	0
5246276	1268557	0.469654144861	0
5246276	32207636	0.448891236743	0
5246276	1426044	0.430869787548	0
5246276	17351058	0.413683651643	0
5246276	8683967	0.411993529834	0
5246276	2544979	0.407266782755	1
5246276	38601888	0.405093506041	0
5246276	20678035	0.40352101812	0
5246276	36005754	0.39876095368	0
5246276	40237365	0.39449379011	0
5246276	12948345	0.392673041212	0
5246276	29664692	0.38689561765	0
5246276	10353370	0.385018802339	0
5246276	12893787	0.384719963474	0
5246276	24801047	0.384452274838	0
5246276	11726544	0.38356438997	0
5246276	19459126	0.377526365062	0
5246276	43225928	0.377526365062	0
5246276	47244446	0.377227606653	0
5246276	30258524	0.374150944607	0
5246276	9741768	0.370813592779	0
5246276	6103882	0.368652790145	0
5246276	14919258	0.367795111557	0
5246276	27238309	0.367048580163	0
5246276	11699852	0.367048580163	0
5246276	35508108	0.366211704545	0
22439589	2720444	0.964275951248	0
22439589	21790553	0.961873941128	0
22439589	19510149	0.946714301789	0
22439589	4270597	0.941264922154	0
22439589	21183636	0.935038329514	0
22439589	5287306	0.912691174571	0
22439589	2263313	0.912691174571	0
22439589	12664963	0.912691174571	0
22439589	24169784	0.912691174571	0
